0.667,0.68
0.627,0.76
0.907,0.8
0.859,0.756
1.062,0.91999996
0.841,0.796
0.663,0.606
0.883,0.756
0.929,0.776
1.061,0.89
1.023,0.936
0.938,0.87600005
0.499,0.62600005
0.441,0.556
0.855,0.82
0.886,0.75
0.834,0.866
0.684,0.59000003
0.931,0.746
1.107,0.906
0.936,0.82600003
0.674,0.796
0.764,0.646
1.039,0.91
0.483,0.48000002
1.024,0.86
0.953,0.83599997
1.069,0.93999994
1.049,0.91999996
1.023,0.88
1.077,0.95
1.119,0.91999996
1.051,0.866
0.502,0.55
1.099,0.906
0.749,0.62600005
0.664,0.71599996
1.127,0.93999994
0.917,0.8
0.771,0.696
1.039,0.896
1.08,0.96599996
0.824,0.676
1.055,0.926
0.592,0.646
1.127,0.93
1.029,0.84
1.08,0.93
1.135,0.946
0.928,0.776
1.149,0.946
0.875,0.75
1.087,0.886
0.903,0.766
1.092,0.91999996
0.977,0.916
1.031,0.936
1.117,0.916
1.079,0.91
0.943,0.79
1.003,0.85
1.01,0.93999994
1.135,0.96000004
0.937,0.73
1.013,0.796
0.91,0.766
1.142,0.946
1.097,0.9
0.917,0.87600005
1.111,0.906
1.098,0.91999996
1.127,0.95600003
1.131,0.96000004
1.089,0.946
1.035,0.816
1.087,0.866
1.115,0.93999994
1.15,0.95600003
0.989,0.82600003
1.045,0.906
1.099,0.936
1.061,0.916
0.913,0.80600005
1.153,0.96000004
1.039,0.87600005
0.843,0.696
1.143,0.946
1.159,0.96599996
1.037,0.9
1.031,0.906
1.146,0.95
0.982,0.776
1.111,0.91999996
1.029,0.87600005
1.097,0.896
1.119,0.936
1.157,0.95600003
1.079,0.87600005
0.992,0.82600003
0.787,0.68
1.055,0.896
1.089,0.9
1.026,0.84
0.987,0.846
1.113,0.9
1.035,0.85600007
1.0,0.87
1.097,0.96000004
0.889,0.746
0.842,0.7
1.093,0.91
0.968,0.80600005
0.824,0.696
0.739,0.656
1.023,0.9
1.115,0.95600003
1.024,0.9
1.047,0.9
1.056,0.93
1.145,0.976
0.97,0.846
1.145,0.96599996
1.079,0.88
1.011,0.8
1.035,0.85600007
1.113,0.96599996
1.057,0.88
1.071,0.89
1.011,0.87600005
1.085,0.926
1.075,0.96599996
1.15,0.96000004
1.081,0.93
1.115,0.906
1.119,0.91
0.904,0.80600005
1.135,0.93
0.999,0.776
1.131,0.926
1.121,0.946
0.881,0.82
1.083,0.936
1.129,0.916
1.071,0.846
1.131,0.95
1.159,0.96000004
1.105,0.96599996
1.111,0.946
1.104,0.96000004
1.123,0.91999996
0.845,0.68
1.155,0.96599996
1.139,0.96599996
1.103,0.95
1.108,0.916
1.079,0.88
1.133,0.95600003
1.143,0.96999997
1.057,0.846
1.151,0.96599996
1.153,0.96599996
1.101,0.96999997
1.08,0.96000004
1.093,0.936
1.143,0.96999997
1.164,0.976
1.119,0.936
1.071,0.93999994
1.071,0.946
1.059,0.89
1.149,0.96599996
0.901,0.76
1.026,0.926
1.091,0.946
1.147,0.95
1.163,0.976
1.129,0.946
1.099,0.9
0.825,0.706
1.102,0.916
1.079,0.85
0.956,0.786
0.92,0.816
1.011,0.79
1.049,0.936
1.161,0.96599996
1.151,0.96999997
1.161,0.96999997
1.165,0.96999997
0.834,0.68
1.033,0.87
1.115,0.95
1.136,0.95600003
1.139,0.95
1.088,0.96000004
0.835,0.69
1.157,0.976
1.121,0.96999997
1.033,0.82600003
0.855,0.726
1.119,0.936
0.892,0.77
0.853,0.746
1.135,0.96999997
1.099,0.896
1.141,0.95600003
1.123,0.96000004
1.161,0.96999997
1.147,0.946
1.159,0.976
0.913,0.776
1.073,0.87600005
1.019,0.83599997
1.097,0.906
1.163,0.96599996
1.033,0.926
1.031,0.84
1.121,0.916
1.143,0.946
1.115,0.96999997
1.141,0.95600003
0.95,0.81000006
1.155,0.96000004
1.124,0.96000004
1.099,0.91999996
1.145,0.976
0.994,0.866
1.123,0.936
1.157,0.96599996
1.133,0.96000004
0.899,0.846
0.871,0.76
1.139,0.95600003
1.087,0.926
1.171,0.976
1.151,0.946
1.167,0.976
1.145,0.96000004
1.117,0.9
1.009,0.8
1.113,0.946
1.121,0.96599996
1.103,0.93999994
1.084,0.91
1.037,0.87
1.156,0.95600003
1.085,0.91999996
1.149,0.96000004
1.005,0.83599997
1.051,0.96000004
1.001,0.79
1.135,0.96000004
1.049,0.93999994
0.869,0.71999997
1.113,0.936
1.058,0.88
1.107,0.95
1.115,0.93999994
1.135,0.96000004
1.117,0.93
1.015,0.86
1.051,0.87
1.033,0.91
1.149,0.95
1.157,0.96999997
1.095,0.9
1.145,0.95600003
1.019,0.9
1.127,0.936
1.123,0.926
0.913,0.82600003
0.681,0.586
1.135,0.93999994
1.126,0.946
0.839,0.68
1.041,0.866
1.16,0.96599996
1.115,0.946
1.153,0.95600003
1.076,0.896
1.135,0.96999997
1.143,0.96599996
1.054,0.93999994
1.103,0.9
1.119,0.946
0.764,0.65
1.061,0.936
1.113,0.946
1.136,0.936
1.103,0.896
1.167,0.96999997
1.089,0.9
0.949,0.786
1.073,0.95
1.031,0.84
1.049,0.95
1.163,0.96999997
1.123,0.93999994
1.137,0.95600003
1.061,0.906
