1.1450413,0.9410122
1.1601303,0.9702661
0.465298,0.6253781
0.9330296,0.79742414
1.0037268,0.8042495
1.1290735,0.9291379
1.149314,0.9539188
1.1222069,0.95899093
1.0925845,0.89163405
0.93195105,0.755538
1.1682489,0.97065884
0.8722564,0.74275154
1.048422,0.935855
1.0018172,0.8239286
0.7649271,0.64964545
1.0333743,0.82758623
0.9052235,0.8067202
1.1470344,0.94579333
1.131311,0.96375495
1.1448822,0.9622322
1.0359284,0.8705333
0.99690187,0.8483393
1.0309347,0.85063654
1.0794494,0.9169699
1.1570055,0.94946426
1.0339407,0.9015457
1.0792369,0.9537578
1.0534804,0.9377451
1.1688446,0.9724154
1.0615351,0.9506595
1.1104146,0.91684496
1.1456156,0.9479695
0.9146987,0.7650909
1.0905763,0.8761686
1.1071523,0.9647693
0.8692176,0.67869836
1.1386849,0.9282244
0.9134357,0.8251834
1.0676304,0.9573658
0.8653091,0.80375904
1.1254921,0.9611517
1.0341679,0.90895134
1.0611392,0.92288625
1.0860808,0.9027984
0.9631264,0.88280845
1.1183381,0.9466403
1.171687,0.97437286
1.0015676,0.7962439
0.9185292,0.77074707
1.1258389,0.9288008
1.0880594,0.95467484
1.0890186,0.90743864
1.0854295,0.94521624
0.9932517,0.8711599
0.9212657,0.78127366
0.87456346,0.718831
1.0675716,0.95243037
0.95913947,0.83132774
1.1282892,0.9493779
1.0935023,0.9458372
